106	14575	5	16.99
2220	151	3	7.16
48922	14	3	12.11
2831	3432	3	32.24
41590	107	3	18.48
126	837	20	51.63
5419	104	13	32.79
4393	102	18	38
2047	22035	3	45.34
15979	2160	3	42.64
9329	114	5	22.08
299	4972	4	29.4
106	7171	8	20.02
2966	115	5	9.5
110	5653	3	5.52
101	27821	4	11.47
9106	104	7	18.49
4382	107	6	7.59
3257	184	3	12.85
165	764	8	20.2
137	2063	3	5.01
139	744	71	397.34
2173	12	36	42.77
3195	14	26	20.91
168	146	112	328.64
856	4383	4	37.15
141	2201	9	34.39
260	638	8	31.21
101	30330	4	12.63
109	2832	9	12.21
102	11479	7	19.08
5485	102	36	151.2
143	4443	4	16.37
1043	371	5	23.62
2544	149	34	254
116	5184	3	6.69
595	106	75	111.57
356	12373	5	53.2
101	58569	3	17.45
439	13	4	8.7
106	39643	6	47.92
433	1614	3	15
22401	101	5	13.57
109	71751	3	26.27
104	9893	4	7.2
106	72403	3	23.96
109	35795	3	18.02
116	2548	6	11.65
115	2178	9	20.59
101	13377	4	3.89
1256	431	3	13.46
3906	140	8	39.46
2185	104	29	57.61
3207	102	47	154.23
6438	106	5	7.16
10145	14	8	10.29
9118	12	9	16.77
2249	921	3	21.8
18803	10982	4	78.34
12187	103	6	17.45
1643	261	25	203.51
62737	102	3	21.37
1352	235	8	41.16
101	12504	5	5.99
336	1002	3	10.26
2249	154	3	7.42
2608	12	19	11.04
1073	2000	5	41.82
101	11046	15	46.12
2635	568	4	28.96
118	5090	4	11.22
403	1012	5	24.46
910	157	7	16.51
112	8007	8	38.78
19522	103	3	8.09
105	9464	8	25.06
17474	14	8	21.63
104	9580	5	10.76
3017	2038	5	53.42
16339	14	9	24.47
2237	149	6	21.84
101	31949	6	29.28
5434	102	6	4.48
2179	1702	10	109.51
1184	563	6	37.86
136	1706	6	14.73
21678	126	3	20.03
167	2905	5	22.29
111	4167	4	7.58
19060	108	4	17.41
106	56423	4	31.95
6366	7328	26	520.03
9355	163	11	99.03
2	8010	3	6.45
107	4317	5	4.83
12016	103	4	8.21
109	5093	5	7.77
1695	4956	8	100.06
504	529	3	9.4
327	7882	6	57.43
539	101	145	107.29
109	1870	16	24.19
8	415	28	26.35
108	1994	11	10.39
136	256	17	14.74
4925	12	9	5.41
5951	14	10	5.47
168	3271	3	11.28
140	4011	10	54.54
1344	165	19	101.84
20755	103	3	8.96
232	1326	3	9.6
110	2670	7	12.01
265	112	27	9.22
798	456	4	16.79
106	3569	11	16.64
108	3849	5	4.67
350	2022	6	37.91
1461	119	5	4.13
14026	130	3	16.9
378	157	51	219.18
9455	102	5	7.93
104	28689	5	28.26
2641	18491	14	271.74
12	44230	3	12.35
2070	103	21	24.22
122	11233	5	28.66
535	284	5	14.55
114	2387	4	3.94
2377	936	15	160.65
29239	85	3	37.02
237	3310	3	15.56
105	14424	5	16.45
112	688	18	20.6
14809	12	20	118.08
1074	101	318	1211.34
528	469	4	13.95
12	11756	4	4.34
5856	5976	3	41.88
106	21120	5	22.91
10502	105	14	65.99
1489	124	7	12.24
101	9770	17	51.24
12	9398	7	10.52
243	6559	4	30.06
4972	12	26	63.06
1582	1111	3	20.85
38587	12	3	10.85
5992	14	16	20.18
113	4995	9	34.84
2126	111	8	13.71
22913	14	7	22.81
23936	12	3	6.71
4296	115	4	9.14
271	208	5	4.52
33814	406	3	38.98
176	2444	20	143.1
147	2664	3	7.9
50606	14	3	12.11
2689	12	18	10.09
3716	14	20	13.65
104	15171	6	22.61
9628	102	12	40.3
130	14411	10	85.04
385	2033	3	15.54
3476	114	5	10.23
109	5743	28	149.09
107	5463	4	4.24
33472	108	3	16.43
571	299	9	37.74
5972	102	24	84.4
8397	107	3	4.39
203	1547	4	14.7
5915	8	7	26
2242	369	11	87.04
7961	108	13	57.04
141	1997	10	38.14
52354	4843	4	86.85
116	17303	3	15.98
1695	1392	11	111.66
34700	101	4	14.05
138	289	19	23.94
2686	104	13	13.8
105	46031	3	16.97
109	3230	15	37.59
106	3882	15	33.52
105	30648	5	28.9
3872	224	3	16.2
110	2487	6	8.02
382	265	4	6.63
10412	14	7	7.79
14538	111	3	13.12
6996	234	3	21.02
7505	168	5	34.15
2580	136	6	19.9
738	6369	4	39.82
26247	14	4	9.31
15017	165	3	22.76
380	3228	3	18.71
1791	52559	3	53.46
109	134	182	7.17
107	916	81	220.09
203	114	222	690.71
2	1240	9	4.7
101	31968	3	8.34
263	1082	3	9.29
12691	14	7	10.68
6774	102	6	7
324	1044	3	10.37
1761	179	4	13.01
8730	152	3	17
116	4343	4	9.42
105	11673	3	5.35
18816	12	6	18.41
976	147	4	5.13
102	9823	5	8.39
2922	103	20	34.99
101	9095	33	155.68
377	419	3	6.09
3176	7702	6	87.35
2474	981	5	43.35
402	382	8	30.12
12	12663	4	4.81
178	2568	3	10.55
7811	12	6	5.14
8668	192	7	61.34
300	409	16	73.57
18747	107	3	10.51
204	727	3	5.19
113	1374	8	8.34
16474	2453	4	61.14
144	169	148	495.56
178	212	11	10.91
146	2613	3	7.51
178	2848	3	11.26
841	102	151	393.36
115	550	12	6.41
15420	1448	3	39.74
275	2473	11	82.6
113	1735	36	149.15
647	1095	5	30.29
102	16262	3	5.72
2605	6085	6	80.59
29587	110	5	38.8
107	17871	4	15.38
4142	4561	8	115.32
114	5959	17	98.32
127	12318	10	77.97
101	10708	6	6.94
106	22491	3	10.8
105	10306	4	8.05
974	177	3	4.92
109	23813	3	13.58
11427	107	3	6.47
762	12273	3	33.61
439	344	3	5.76
12552	14	5	4.79
168	123	175	429.97
4224	2753	4	47.18
18707	12	15	94.52
107	163	193	83
7416	115	4	14.22
1119	161	3	4.49
111	1474	13	24.59
108	807	161	652.56
766	804	22	190.63
11732	104	3	5.03
260	607	18	97.23
263	248	6	8.9
109	2785	11	18.18
85	11801	3	28.55
829	14	240	498.95
13547	104	5	14.95
197	7260	5	38.17
101	41388	3	10.95
7183	14	8	4.55
38625	103	4	22.5
28386	319	5	65.59
14448	3235	3	44.56
503	949	3	12.77
110	5690	4	9.36
2	5302	3	3.85
1661	142	3	4.44
102	47395	4	28.49
20240	102	4	12.32
702	594	3	11.94
110	224	189	500.63
9172	103	10	31.54
12249	12	8	19.26
2	2330	10	16.15
201	3999	3	15.53
3385	101	39	72.04
329	741	5	18.8
1346	104	24	20.75
137	2300	3	5.59
105	73824	3	23.62
108	7870	21	115.03
6677	102	8	12.86
3124	130	4	9.91
31936	14	3	7.45
106	5364	13	35.32
178	3214	3	12.08
241	147	76	281.61
1350	12	36	17.72
4296	152	3	11.58
812	382	5	21.19
268	804	3	7.63
209	273	17	49.99
615	163	4	4.03
106	34386	4	22.5
272	3458	3	16.97
20252	14	4	6.55
148	444	75	384.48
102	14868	3	5.18
3203	324	5	34.34
146	1843	9	34.23
53231	12	4	25.21
71720	21568	3	77.37
2034	115	5	5.95
4513	32250	5	99.27
12943	18077	3	57.62
103	11302	4	7.71
145	5407	3	12.38
566	354	3	7.41
102	9192	9	23.24
233	38134	4	51.63
373	838	3	9.89
106	22759	7	39.79
1425	107	45	113.32
130	8902	4	20.13
9475	141	6	40.11
1010	964	8	61.04
2098	142	3	5.65
1389	104	16	6.36
10949	14	14	36.47
48474	2142	3	54.63
1348	190	4	12.59
148	3109	8	38.85
115	3547	4	7.51
812	690	4	20.22
3361	106	7	5.15
30129	103	3	12.18
211	303	111	762.02
146	1530	3	4.53
4661	111	3	4.88
25161	3650	3	50.7
1369	12	56	61.88
353	14	296	241.39
573	221	3	4.59
136	231	25	29.55
4825	119	15	79.61
7800	3055	3	39.08
197	1054	4	11.14
12	31774	3	9.69
8	450	53	111.77
1725	115	12	28.04
13206	102	3	4.29
9268	1484	3	35.68
109	3948	5	5.36
1310	107	20	20.31
4220	103	8	7.89
122	12852	5	30.64
2271	1489	4	35.62
6268	14	11	8.47
135	2333	5	13.5
119	4285	5	14.2
101	38057	6	34.91
102	21994	8	41.94
109	9745	3	6.45
17	7452	3	19.12
13024	12	4	5.06
103	24104	3	10.02
14047	14	6	8.81
7744	102	12	32.56
426	179	26	102.96
135	8800	7	46.51
8	12849	3	12.24
106	13593	3	6.66
186	3237	3	13.06
3655	6949	7	104.68
311	104	61	9.83
3342	16	3	9.15
1331	102	53	85.34
217	3031	4	21.31
119	1093	43	172.8
2762	126	3	4.77
183	1023	3	5.64
12	17126	3	4.29
106	15689	4	12.53
43847	8	4	35.41
101	7387	18	40.72
7732	14	13	19.01
13012	104	3	5.81
362	107	68	52.09
161	6962	4	23.86
26863	2454	3	48.68
11479	540	4	44.03
2079	129	8	22.26
1500	283	7	39.15
3729	210	3	15.35
28099	101	5	17.17
127	223	63	124.59
1144	221	4	13.25
1716	123	6	9.97
20267	12	4	9.33
190	308	14	35.3
101	1841	24	4.27
102	2700	13	8.59
101	3940	21	22.82
33251	14	5	19.35
131	4046	4	12.33
1337	2857	8	85.2
21097	102	5	18.76
101	1528	53	45.35
104	1001	158	583.02
188	276	15	35.63
103	2338	11	5.28
14252	14	5	6.14
317	1400	4	18.28
132	3545	5	16.9
5843	2938	3	36.45
8793	185	7	60.45
2459	148	6	22.64
958	369	4	16.45
8855	105	4	6.57
10900	12	5	6.39
1055	158	11	38.44
105	4565	49	251.89
4062	124	3	6.73
12	6147	27	83.3
3306	152	5	21.18
102	19665	5	17.89
110	12372	7	38.46
121	998	17	39.47
22141	12	5	15.82
103	17685	3	7.35
411	9570	3	27.79
9058	639	35	571.78
999	1418	5	37.36
3077	208	7	44.22
107	11442	4	10.77
555	622	4	16.69
150	7773	4	23.5
1992	607	3	18.51
120	7075	3	9.85
33935	12	3	9.69
481	23029	3	36.73
1874	8	7	8.82
106	12686	7	26.33
154	3488	5	21.98
781	1350	3	17.52
788	179	3	3.86
4720	101	22	33.77
6759	104	5	6.74
279	1921	5	27.01
126	820	9	10.9
7429	120	8	42.86
150	774	4	4.08
111	15478	3	13.72
103	17027	3	7.02
187	501	7	15.53
181	1421	12	59.93
101	18142	14	69.62
4580	2477	7	90.11
519	1317	3	15.02
10047	119	3	11.9
106	8994	4	7.11
10397	12	7	12.28
458	247	11	40.17
46390	8260	4	87.4
1925	102	20	14.19
12545	107	3	7.26
903	104	53	73.19
124	17488	3	17.87
21607	12	3	5.73
194	951	4	10.26
1091	5801	5	55.14
2232	1450	8	81.74
7762	14	8	5.54
6740	12	12	19.77
109	30303	4	24.03
2232	3305	3	30.26
101	2793	38	52.93
729	520	19	140.69
115	12683	4	19.98
318	687	7	29.35
1921	14	57	62.32
1599	2238	5	47.31
452	1546	4	22.31
452	3273	3	20.04
101	54379	4	23.27
1568	163	3	6.28
6750	9062	3	46.38
12	4503	10	6
424	3935	10	94.29
104	5962	14	40.7
195	4547	3	16.09
576	2798	3	20.5
14547	105	3	6.84
1570	134	7	17.12
103	5991	6	7.28
107	27759	3	13.88
128	2129	12	42.92
25540	14	3	5.19
1689	1129	6	51.07
158	592	6	8.47
12	506	157	171.96
104	1651	25	30.65
602	323	16	89.64
101	2611	29	24.2
286	1597	18	137.52
289	422	13	54.49
2232	4146	11	146.74
252	336	8	19.99
3829	16	5	21.63
129	3320	4	10.16
1243	612	3	15.7
8199	28796	4	81.31
104	20625	4	15.3
3585	9	4	6.66
106	8684	8	23.88
109	9087	4	9.92
425	1916	4	23.46
6214	103	10	21.61
27859	516	3	38.69
3405	1117	4	37.13
102	18765	3	7.05
10754	104	3	4.54
6795	107	4	5.96
1838	14	76	115.11
814	12	70	42.77
12710	2	4	15.49
212	859	3	6.27
122	2026	21	89.7
6381	115	3	7.97
107	15047	4	13.61
149	161	20	6.66
836	123	15	28.49
109	3706	7	10.22
196	972	3	6.33
106	1479	13	5.09
108	1727	79	338.31
233	3542	18	161.48
136	528	20	48.41
3543	110	8	20.27
107	6067	7	15.47
12880	102	4	7.72
33062	107	3	15.71
38019	187	5	64.92
2519	111	5	6.42
108	5703	13	45.03
4530	103	9	11.54
350	3986	3	19.61
951	169	3	4.14
41312	116	4	37.25
1947	127	4	5.62
411	1174	4	19.3
104	26437	3	12.02
110	6380	11	50.58
105	26322	6	33.94
7025	2353	3	36.4
146	1257	22	105.15
143	1620	4	7.83
118	2102	9	21.14
3685	988	3	25.78
11131	14	7	8.51
12156	12	26	155.37
25946	14	3	5.19
2314	220	3	12.46
3911	126	3	6.85
3749	6885	5	71.2
102	8736	9	22.37
103	8356	5	8.05
285	9209	27	367.17
7620	104	13	44.36
25919	102	3	9.56
530	14	293	471.33
1074	699	13	104.71
1009	260	3	8.87
9986	759	18	266.44
592	184	58	378.31
653	242	3	5.85
17660	165	8	83.01
174	838	5	10.24
16	52894	4	50.28
305	301	4	6.05
274	1833	3	12.73
101	13410	7	13.66
838	212	6	19.71
101	27590	5	17.17
1528	104	21	18.07
9519	380	8	88.78
121	8700	6	31.44
857	120	12	16.98
442	325	11	46.11
1756	4384	11	142.45
25891	14	3	5.19
138	2154	30	184.75
32266	14	5	19.35
772	134	9	14.1
106	4117	10	16.42
266	315	10	28.81
15411	103	3	6.43
109	1267	15	12.28
267	2294	6	36.11
110	525	21	15.98
111	771	17	20.1
13367	14	5	5.42
4037	12468	3	45.12
2	5540	3	4.08
106	5045	10	20.87
1015	14	139	203.54
2037	12	52	87.5
7182	283	5	43.29
2393	119	6	11.5
17865	103	6	23.51
380	2082	3	15.61
7730	115	10	55.57
106	6904	4	4.85
53764	14	3	12.11
105	28889	3	13.23
262	129	16	6.79
106	2440	44	143.78
36334	9	4	33.3
108	2688	49	212.59
3769	110	30	160.2
108	1077	16	9.43
109	705	64	134.81
29616	1604	4	65.29
6871	14	11	10.31
116	17670	4	23.83
26427	14	5	15.63
11875	903	3	34.45
101	8641	11	18.68
6063	106	6	9.64
102	59824	3	21.37
27358	4126	3	52.43
332	3680	4	27.19
106	17789	4	13.88
13889	12	7	17.24
269	1240	4	15.92
1317	113	10	13.2
193	12436	3	24.1
102	14348	3	4.94
145	1087	10	29.41
143	333	14	16.98
5675	6443	3	42.18
4872	111	17	86.02
44176	102	5	35.62
5892	110	9	35.72
101	64755	3	17.45
112	3275	6	12.9
51536	14	3	12.11
4263	165	3	12.9
105	13945	13	71.26
404	867	4	16.46
21915	14	3	4.18
467	169	5	5.13
101	8794	8	9.46
11586	2	5	20.54
467	2516	3	18.41
7114	14	9	6.29
8520	108	7	22.84
594	1820	4	26.04
4251	170	7	42.53
101	45301	4	18.38
108	2473	7	4.78
180	20119	3	26.77
610	186	4	6.5
166	424	5	4.17
1694	104	23	26.05
507	5335	7	69.34
101	47538	4	23.27
141	1092	16	56.15
36646	108	3	17.65
12365	14	5	4.51
108	4950	4	4.23
109	4826	7	14.05
4052	106	7	7.36
13386	12	24	151.24
352	3308	5	35.68
142	4688	5	22.97
509	3614	13	132.6
380	1291	6	33.62
104	25140	3	11.31
151	707	8	15.8
101	17690	10	35.93
123	599	40	123.71
101	35383	6	34.91
3112	6749	3	38.09
149	2316	3	7.32
105	19174	3	9.08
428	1251	3	13.4
106	8414	22	114.21
4643	112	11	44.82
10556	104	3	4.39
109	11283	4	12.12
13423	15361	3	56.42
1000	12	40	10.13
2020	14	40	26.25
214	4865	6	43.57
4071	103	10	12.54
12535	5443	3	47.38
290	832	43	343.66
103	3272	9	6.49
760	623	3	12.67
103	1549	14	3.89
101	375	642	1710.71
159	692	13	38.78
101	4818	14	11.95
1505	287	9	55.17
996	104	36	34.59
11575	14	8	12.56
103	56138	3	18.08
21904	2	3	14.72
127	7517	3	11.43
106	26016	4	18.71
103	5548	7	8.97
7067	12	6	4.05
11539	8	3	11.34
101	4681	40	109.57
6042	103	7	10.38
3070	110	12	35.6
358	2975	3	17.67
1569	339	3	13.08
112	9769	3	10.33
355	115	16	4.77
811	11774	4	47.44
931	1929	5	39.82
12	6665	7	5.52
5239	6	4	34.68
129	3901	3	7.11
103	52263	4	30.04
101	3067	21	13.7
3319	139	4	12.76
254	509	10	38.52
102	3795	13	15.94
697	12	59	15.61
15916	108	3	9.74
103	1812	14	6.04
12845	873	8	110.72
1723	14	59	56.78
192	417	5	7.13
105	1580	12	3.85
101	697	150	174.1
102	1952	23	21.16
134	250	25	30.13
129	1910	11	35.24
102	50149	3	16.93
10575	104	3	4.39
132	987	8	13.5
11600	102	5	10.34
161	1123	3	4.51
2201	266	4	20.44
431	168	13	31.17
3491	536	17	183.77
42524	29454	4	103.49
1387	114	21	57.88
5125	222	4	26.58
106	10862	3	5.13
4642	2183	3	32.59
8091	102	10	24.71
23574	124	3	20.78
1098	179	5	13.9
151	369	9	9.42
3728	183	3	13.54
12727	12796	3	54.22
2767	101	45	75.91
3375	124	4	9.45
277	1371	3	11.16
212	2263	4	18.23
283	142	20	29.48
109	13100	7	32.09
246	810	4	11.39
850	407	3	10.63
110	8942	6	25.58
20441	107	3	10.94
